YEAR,TRAN,PLOT,SPEC,FIASP,DAM,SZ0,SZ1,SZ2,SZ3,SZ4,SZ5,SZ6,SZ7,SZ8,SZ9
1997,C41,1,2,097,0,0,0,0,0,0,0,0,0,0,1
1997,L04,9,5,833,1,1,0,0,0,0,0,0,0,0,0
1997,L04,7,1,129,0,2,0,0,0,0,0,0,0,0,1
1997,L04,7,5,833,0,1,0,0,1,0,0,0,0,0,0
1997,L04,7,5,833,1,1,0,0,0,0,0,0,0,0,0
1997,L04,7,7,316,0,1,0,0,0,0,0,0,0,0,0
1997,L04,6,5,833,0,0,0,0,1,0,0,0,0,0,0
1997,L04,6,5,833,2,2,0,0,0,0,0,0,0,0,0
1997,L04,10,5,833,2,2,0,0,0,0,0,0,0,0,0
1997,L04,2,5,833,1,1,0,0,0,0,0,0,0,0,0
1997,H17,3,1,129,0,7,0,0,0,0,0,0,0,0,0
1997,H17,3,7.1,316,0,4,1,0,0,0,0,0,0,0,0
1997,H17,3,25,585,0,1,1,1,0,0,0,0,0,0,0
1997,H17,1,7.1,316,0,5,2,0,0,0,0,0,0,0,0
1997,H17,1,11,531,0,1,0,0,0,0,0,0,0,0,0
1997,H55,1,1,129,0,1,0,0,0,0,0,0,0,0,0
1997,H55,1,2,097,0,1,0,0,0,0,0,0,0,0,0
1997,H55,1,7,316,0,2,0,0,0,0,0,0,0,0,0
1997,C30,3,2,097,0,10,0,0,0,0,0,0,0,0,0
1997,C30,3,3,012,0,2,0,0,0,0,0,0,0,0,0
1997,C30,4,3,012,0,1,0,1,2,0,0,0,0,0,0
1997,C30,4,2,097,0,1,0,0,0,0,0,0,0,0,0
1997,C30,1,3,012,0,2,0,0,0,0,1,1,0,1,0
1997,C30,1,2,097,0,2,0,0,0,0,0,0,0,0,0
1997,C30,1,4,261,0,1,0,0,0,0,0,0,0,0,0
1997,C30,6,2,097,0,9,0,0,0,0,0,0,0,0,0
1997,C30,6,3,012,0,2,0,0,0,0,0,0,0,0,0
1997,C30,6,7,316,0,1,0,0,0,0,0,0,0,0,0
1997,C40,1,25,585,0,2,0,0,0,0,0,0,0,0,0
1997,C40,1,3,012,0,0,0,1,0,0,0,0,0,0,0
1997,C40,1,4,261,0,0,0,0,0,0,0,0,0,0,1
1997,C40,1,2,097,0,1,0,0,0,1,0,0,0,0,0
1997,C28,6,4,261,0,1,0,0,0,0,0,0,0,0,0
1997,C28,6,3,012,0,1,0,0,0,0,0,0,0,0,0
1997,H43,1,25,585,0,1,1,1,1,1,0,0,0,0,0
1997,H43,1,3,012,0,1,0,0,0,0,0,0,0,0,0
1997,H43,1,7.1,316,0,5,1,0,1,0,0,0,0,0,0
1997,H43,1,7,316,0,2,0,0,0,0,0,0,0,0,0
1997,C29,1,9,375,0,0,0,0,0,0,0,1,0,0,0
1997,C29,1,3,012,0,0,0,0,0,0,0,0,1,0,0
1997,C29,4,1,129,0,1,0,0,0,0,0,0,0,0,0
1997,C29,6,3,012,0,2,0,0,0,0,0,0,0,0,0
1997,C29,6,7,316,0,0,0,0,0,0,0,0,0,0,1
1997,C29,6,2,097,0,1,0,0,0,0,0,0,0,0,0
1997,C29,5,3,012,0,0,0,0,0,0,1,0,0,0,0
1997,H55,1,25,585,0,10,0,0,0,0,0,0,0,1,0
1997,H55,1,3,012,0,1,0,0,0,0,0,0,0,0,0
1997,H55,1,7.1,316,0,1,2,0,0,0,0,0,0,0,0
1997,T08,2,7,316,0,1,0,0,0,0,0,0,0,0,0
1997,T08,2,2,097,0,1,0,0,0,0,0,0,0,0,0
1997,C32,2,7,316,0,1,0,0,0,0,0,0,0,0,0
1997,C38,1,3,012,0,2,0,0,1,0,0,0,0,0,0
1997,C38,1,5,833,2,1,0,0,0,0,0,0,0,0,0
1997,C38,1,2,097,0,0,0,0,0,0,0,1,1,0,0
1997,C38,1,5,833,0,0,0,0,0,0,0,1,0,0,0
1997,C28,3,2,097,0,1,0,0,2,1,1,0,0,0,0
1997,C28,4,3,012,0,1,0,0,0,0,0,0,0,0,0
1997,C28,2,7.1,316,0,0,0,0,0,0,0,0,0,1,0
1997,C28,2,5,833,3,2,0,0,0,0,0,0,0,0,0
1997,C28,2,3,012,0,0,0,1,0,0,0,0,0,0,0
1997,C28,2,5,833,0,0,0,0,0,0,0,0,0,0,1
1997,C28,5,7,316,0,0,0,0,0,0,0,0,0,0,2
1997,C28,6,1,129,1,1,0,0,0,0,0,0,0,0,0
1997,C28,6,25,585,0,0,0,1,0,0,0,0,0,0,0
1997,C28,6,7,316,0,0,0,0,0,0,0,1,1,0,0
1997,H19,2,7,316,0,3,1,0,0,0,0,0,0,0,0
1997,H19,2,4,261,0,4,1,1,1,0,0,1,0,0,0
1997,H19,2,7.1,316,0,5,1,5,0,0,0,0,0,0,0
1997,H19,2,1,129,0,3,0,0,0,0,0,0,0,0,0
1997,H19,1,1,129,0,3,0,0,0,0,0,0,0,0,0
1997,H19,1,4,261,0,0,3,1,0,0,0,0,0,0,0
1997,H01,1,1,129,0,3,0,0,0,0,0,0,0,0,0
1997,H01,1,2,097,0,3,0,0,0,0,0,0,0,0,0
1997,H01,1,3,012,0,2,0,0,0,0,0,0,0,0,0
1997,H01,1,4,261,0,1,0,0,0,0,0,0,0,0,0
1997,H01,1,25,585,0,3,0,0,0,0,0,0,0,0,0
1997,H03,6,1,129,0,1,0,0,0,0,0,0,0,0,0
1997,H03,6,10.1,379,0,0,1,1,1,1,0,0,0,0,0
1997,H03,6,9,375,0,2,0,0,0,0,0,0,0,0,0
1997,H03,3,1,129,0,2,0,0,0,0,0,0,0,0,0
1997,H03,3,3,012,0,2,0,0,0,0,0,0,0,0,0
1997,H03,3,5,833,1,1,0,0,0,0,0,0,0,0,0
1997,H03,3,5,833,2,1,0,0,0,0,0,0,0,0,0
1997,H03,3,5,833,3,1,0,0,0,0,0,0,0,0,0
1997,H03,3,10,379,0,2,0,1,7,1,0,0,0,0,0
1997,H03,3,6.1,802,0,2,0,0,0,0,0,0,0,0,0
1997,H08,6,7,316,0,4,0,0,0,0,0,0,0,0,0
1997,H08,6,8,371,0,9,0,1,0,0,0,0,0,0,0
1997,H08,6,5,833,0,0,0,0,0,0,1,1,0,0,0
1997,H08,8,5,833,0,0,1,1,0,1,1,1,0,0,0
1997,H08,8,3,012,0,0,0,0,1,0,1,0,0,0,0
1997,H08,8,8,371,0,1,0,0,0,0,0,0,0,0,0
1997,H08,5,7,316,0,1,0,0,0,0,0,0,0,0,0
1997,H08,4,8,371,0,43,0,0,0,0,0,0,0,0,0
1997,H08,4,1,129,0,1,0,0,0,0,0,0,0,0,0
1997,H08,4,7,316,0,4,1,0,0,0,0,0,0,0,0
1997,H08,4,9,375,0,1,0,0,0,0,0,0,0,0,0
1997,H08,1,8,371,0,66,0,0,0,0,0,0,0,0,0
1997,H08,1,3,012,0,2,0,0,0,0,0,0,0,0,0
1997,H08,1,1,129,0,4,0,0,0,0,0,0,0,0,0
1997,H08,1,7,316,0,10,0,0,0,0,0,0,0,0,0
1997,H08,1,9,375,0,1,0,0,0,0,0,0,0,0,0
1997,H08,1,13,315,0,1,1,0,0,0,0,0,0,0,0
1997,H08,2,8,371,0,20,2,0,0,0,0,0,0,0,0
1997,H08,2,1,129,0,8,0,0,0,0,0,0,0,0,0
1997,H22,1,7,316,0,15,3,2,0,0,0,0,0,0,0
1997,H22,1,1,129,0,11,0,0,0,0,0,0,0,0,0
1997,H22,1,3,012,0,4,0,0,0,0,0,0,0,0,0
1997,H22,1,8,371,0,4,0,0,0,0,0,0,0,0,0
1997,H22,1,5,833,2,4,1,0,0,0,0,0,0,0,0
1997,H22,3,5,833,2,4,0,0,0,0,0,0,0,0,0
1997,H22,3,6,802,2,2,0,0,0,0,0,0,0,0,0
1997,H22,3,1,129,0,1,0,0,0,0,0,1,0,0,0
1997,H22,3,5,833,1,3,0,0,0,0,0,0,0,0,0
1997,H22,3,4,261,0,1,0,0,0,0,0,0,0,0,0
1997,H22,3,7.1,316,0,1,1,4,2,1,1,1,0,0,0
1997,C08,8,7,316,0,0,0,0,0,1,0,0,0,0,1
1997,C08,8,3,012,0,4,0,0,0,0,0,0,0,0,0
1997,H24,6,3,012,0,0,0,1,0,0,0,0,0,0,0
1997,H24,6,1,129,0,2,0,0,0,0,0,0,0,0,0
1997,H24,6,8,371,0,4,0,0,0,0,0,0,0,0,0
1997,H24,6,9,375,0,1,0,0,0,0,0,0,0,0,0
1997,H24,6,6,802,1,1,0,0,0,0,0,0,0,0,0
1997,H24,6,7.1,316,0,1,0,1,1,0,1,0,0,0,0
1997,H24,6,4,261,0,2,0,0,0,0,0,0,0,0,0
1997,H24,3,3,012,0,3,0,0,0,0,0,0,0,0,0
1997,H24,3,25,585,0,1,0,0,0,0,0,0,0,0,0
1997,H24,3,12,541,0,4,0,0,0,0,0,0,0,0,0
1997,H24,3,1,129,0,3,0,0,0,0,0,0,0,0,0
1997,H24,2,1,129,0,5,0,0,0,0,0,0,0,0,0
1997,H24,2,3,012,0,0,0,0,1,0,0,0,0,0,0
1997,H24,2,8,371,0,3,0,0,0,0,0,0,0,0,0
1997,H24,2,5,833,2,2,0,0,0,0,0,0,0,0,0
1997,H22,4,8,371,0,1,0,0,0,0,0,0,0,0,0
1997,H22,4,7.1,316,0,1,0,0,2,0,0,0,0,0,0
1997,C07,8,8,371,0,2,0,0,0,0,0,0,0,0,0
1997,C07,8,3,012,0,0,0,0,0,0,1,0,0,0,0
1997,C08,1,2,097,0,1,0,0,1,0,0,0,0,0,0
1997,C08,1,8,371,0,1,0,0,1,0,0,0,1,0,0
1997,C08,1,7,316,0,0,0,0,0,0,1,0,0,0,0
1997,C08,1,3,012,0,0,0,0,0,0,1,0,0,0,0
1997,C08,3,1,129,0,3,0,0,0,0,0,0,0,0,0
1997,C08,3,7,316,0,0,0,0,3,0,0,0,0,0,0
1997,C08,3,7.1,316,0,2,0,0,0,0,0,0,0,0,0
1997,C08,3,6,802,0,1,0,0,0,0,0,0,0,0,0
1997,C08,3,3,012,0,2,0,1,2,0,0,0,0,0,0
1997,C08,3,2,097,0,0,0,0,0,1,0,0,0,0,0
1997,C08,6,1,129,0,6,0,0,0,0,0,0,0,0,0
1997,C08,6,2,097,0,1,0,0,0,0,0,0,0,0,0
1997,C08,6,3,012,0,2,0,0,0,0,0,0,0,0,0
1997,C08,4,1,129,0,3,0,0,0,0,0,0,0,0,0
1997,C08,4,8,371,0,0,0,0,0,0,1,1,0,0,0
1997,C08,4,8.1,371,0,2,0,0,0,0,0,0,0,0,0
1997,C08,4,2,097,0,2,0,0,0,0,0,0,0,0,0
1997,C08,4,3,012,0,2,0,0,0,0,0,0,0,0,0
